1973-03-15, 86000
1973-10-13, 94500
1974-11-06, 108000
1976-05-31, 24900
1977-06-04, 31100
1978-06-01, 22000
1979-05-04, 30500
1980-06-18, 39900
1981-06-16, 18800
1982-05-21, 64600
1983-04-09, 45200
1984-03-27, 67300
1985-01-01, 42500
1985-10-18, 56900
1986-10-05, 259000
1988-04-06, 52800
1989-09-16, 44300
1990-03-14, 66300
1991-06-08, 17900
1992-06-20, 28800
1993-05-14, 150000
1994-05-03, 70300
1995-06-11, 142000
1996-09-30, 35600
1997-04-15, 48400
1998-03-19, 75100
1998-11-04, 107000
2000-05-06, 87400
2001-05-30, 57100
2002-06-21, 49600
2003-03-28, 48400
2004-03-08, 72500
2005-06-18, 86500
2006-05-10, 29700
2007-07-01, 91200
2008-06-09, 86300
2009-04-30, 62400
2010-06-17, 82600
2011-04-25, 30000
2012-05-04, 42900
2013-08-15, 71200
2014-07-22, 11000
2015-05-24, 64000
2015-12-27, 60600
2017-05-20, 67700
2018-09-22, 27100
2019-05-29, 286000                      
2020-03-20, 47500
